id,name,neighbourhood,neighbourhood_cleansed,latitude,longitude,property_type,room_type,accommodates,bathrooms_text,bedrooms,beds,price,minimum_nights,minimum_minimum_nights,minimum_nights_avg_ntm,has_availability,availability_30,availability_60,availability_90,availability_365,calendar_last_scraped,number_of_reviews,number_of_reviews_ltm,review_scores_rating,instant_bookable,washer_agg,shampoo|conditioner_agg,reviews_per_month, Baking sheet, Barbecue utensils, Bathtub, Beach essentials, Beachfront, Bed linens, Breakfast, Building staff, Carbon monoxide alarm, Ceiling fan, Changing table, Cleaning before checkout, Coffee maker, Cooking basics, Dedicated workspace, Dishes and silverware, Elevator, Essentials, Extra pillows and blankets, Fire extinguisher, First aid kit, Freezer, Game console, Garden or backyard, Gym, Hangers, Host greets you, Hot tub, Hot water, Indoor fireplace, Iron, Keypad, Kitchen, Laundromat nearby, Lock on bedroom door, Long term stays allowed, Luggage dropoff allowed, Microwave, Pool, Portable fans, Private entrance, Private living room, Single level home, Waterfront, Window guards,Cooking basics,Hot water,Kitchen,Long term stays allowed,Room-darkening shades,sound_agg,wifi|ethernet|internet_agg,HDTV|TV_agg,refrigerator_agg,Smart.*Lock|Smoke.*Alarm|Safe|Lockbox_agg,balcony_agg,stove_agg,oven_agg,body|gel_agg,BBQ_agg,air_agg,dryer_agg,baby_agg,free.*parking_agg,paid.*parking_agg,heating_agg,f_property_type,f_room_type,f_neighbourhood,bathrooms,ln_price,flag_review_scores_rating,flag_reviews_per_month,accommodates2,ln_accommodates,ln_accommodates2,ln_beds,ln_number_of_reviews,f_number_of_reviews,ln_review_scores_rating,f_minimum_nights
22423512,Luxury apartment close to CBD and airport,,Sydney,-33.91249,151.20547,Apartment,Entire_apt,5,2 baths,2,3,138,1,1,1,1,0,0,0,0,2020-12-15,0,0,96,1,1,1,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,Apartment,Entire_apt,Sydney,6,4.927253685157205,1,1,25,1.6094379124341003,2.5902903939802346,1.0986122886681098,0,1,4.564348191467836,1
22423924,Urgent! Best view bedroom with private en-suit,"Zetland, New South Wales, Australia",Sydney,-33.90658,151.21256,Apartment,Private_room,2,1 private bath,1,1,160,4,4,4,1,0,0,0,0,2020-12-15,1,0,100,1,1,1,0.03,0,0,1,0,0,1,1,0,1,0,0,0,0,1,1,1,1,1,0,0,1,0,0,1,1,1,0,1,1,0,1,0,1,0,0,0,1,1,1,0,0,1,0,0,1,0,0,0,0,1,0,1,1,1,1,1,1,1,0,0,1,1,0,1,0,1,Apartment,Private_room,Sydney,3,5.075173815233827,0,0,4,0.6931471805599453,0.4804530139182014,0,0.6931471805599453,2,4.605170185988092,3
22425613,Surry Hills Central. Big Space. Pool. Gym. Balcony,"Surry Hills, New South Wales, Australia",Sydney,-33.88261,151.20776,Apartment,Entire_apt,2,1 bath,1,1,210,1,1,1.1,1,0,0,0,0,2020-12-16,4,0,95,0,1,1,0.11,0,0,1,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,1,1,0,1,1,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,0,1,1,1,0,0,1,1,Apartment,Entire_apt,Sydney,3,5.3471075307174685,0,0,4,0.6931471805599453,0.4804530139182014,0,1.6094379124341003,2,4.553876891600541,1
22432796,Conveniently located 10min drive from the City!,,Sydney,-33.91449,151.20791,Apartment,Private_room,2,1 shared bath,1,1,60,2,2,2,1,0,0,0,0,2020-12-15,2,0,80,1,1,1,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,1,0,1,0,1,Apartment,Private_room,Sydney,3,4.0943445622221,0,0,4,0.6931471805599453,0.4804530139182014,0,1.0986122886681098,2,4.382026634673881,2
22444858,Luxury + Location,"Elizabeth Bay, New South Wales, Australia",Sydney,-33.87065,151.22473,Apartment,Shared_room,1,1 shared bath,1,1,58,28,28,28,1,0,0,0,0,2020-12-15,1,0,100,1,1,1,0.03,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,0,0,1,1,0,0,0,1,Apartment,Shared_room,Sydney,3,4.060443010546419,0,0,1,0,0,0,0.6931471805599453,2,4.605170185988092,3
22445407,æ‚¨åœ¨æ‚‰å°¼çš„æ¸©é¦¨æ¸¯æ¹¾,,Sydney,-33.90835,151.20667,Apartment,Private_room,2,1 private bath,1,1,125,2,2,2,1,0,0,0,0,2020-12-15,0,0,96,1,1,0,0.25,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,Apartment,Private_room,Sydney,3,4.8283137373023015,1,1,4,0.6931471805599453,0.4804530139182014,0,0,1,4.564348191467836,2
22452938,ç¦»å¸‚åŒºæžè¿‘å®½æ•žå¤§æˆ¿ç‹¬ç«‹å«æµ´/master room,,Sydney,-33.90125,151.21151,Apartment,Private_room,2,1 shared bath,1,1,60,1,1,1,1,0,0,0,0,2020-12-15,1,0,96,0,1,1,0.03,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,1,0,0,0,0,0,Apartment,Private_room,Sydney,3,4.0943445622221,1,0,4,0.6931471805599453,0.4804530139182014,0,0.6931471805599453,2,4.564348191467836,1
22467498,CENTRAL_ENTIRE HOME by Sydney Harbour & The City,"Woolloomooloo, New South Wales, Australia",Sydney,-33.86984,151.22192,Apartment,Entire_apt,2,1 bath,1,1,114,5,5,5.3,1,30,60,90,181,2020-12-15,38,4,94,0,1,1,1.07,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,1,1,1,1,0,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,1,1,0,0,1,0,0,1,0,1,Apartment,Entire_apt,Sydney,3,4.736198448394496,0,0,4,0.6931471805599453,0.4804530139182014,0,3.6635616461296463,2,4.543294782270004,3
22468232,Single room,"Darlinghurst, New South Wales, Australia",Sydney,-33.87503,151.21997,Apartment,Private_room,1,1 shared bath,1,1,40,1,1,1,1,10,10,10,10,2020-12-15,3,0,93,0,1,1,0.08,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,Apartment,Private_room,Sydney,3,3.6888794541139363,0,0,1,0,0,0,1.3862943611198906,2,4.532599493153256,1
22468480,"AMAZING NYE FIREWORKS VIEW , MASTER ROOM W AIRCON","Darlinghurst, New South Wales, Australia",Sydney,-33.87617,151.22127,Apartment,Private_room,2,1 shared bath,1,1,50,1,1,1,1,8,8,8,8,2020-12-15,27,6,88,0,1,1,0.89,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,1,0,1,1,0,0,0,0,1,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,0,0,0,1,1,Apartment,Private_room,Sydney,3,3.912023005428146,0,0,4,0.6931471805599453,0.4804530139182014,0,3.332204510175204,2,4.477336814478207,1
22469077,Master bedroom in 2 story penthouse-Darlingharbour,,Sydney,-33.87298,151.19517,Apartment,Private_room,2,3 baths,0,1,200,1,1,1,1,0,0,0,0,2020-12-15,0,0,96,0,1,1,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,1,0,1,Apartment,Private_room,Sydney,8,5.298317366548036,1,1,4,0.6931471805599453,0.4804530139182014,0,0,1,4.564348191467836,1
22486770,Penthouse With Rooftop Terrace,"Alexandria, New South Wales, Australia",Sydney,-33.89622,151.19801,Apartment,Entire_apt,2,2 baths,1,1,110,2,2,2,1,0,0,0,0,2020-12-16,0,0,96,0,1,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,0,1,1,1,0,1,0,1,Apartment,Entire_apt,Sydney,6,4.700480365792417,1,1,4,0.6931471805599453,0.4804530139182014,0,0,1,4.564348191467836,2
22487696,2BR Waterloo Apartment Inc Pool Gym Spa + Parking!,"Waterloo, New South Wales, Australia",Sydney,-33.89781,151.21311,Apartment,Entire_apt,6,2 baths,2,3,429,1,1,1.3,1,0,13,43,43,2020-12-16,18,0,91,0,1,1,0.51,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,0,0,1,1,1,1,1,0,1,0,1,0,0,0,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,0,0,1,1,0,1,0,1,Apartment,Entire_apt,Sydney,6,6.061456918928017,0,0,36,1.791759469228055,3.210401995568401,1.0986122886681098,2.9444389791664403,2,4.51085950651685,1
22488321,Stylish Sydney Warehouse Apartment Conversion,"Redfern, New South Wales, Australia",Sydney,-33.89002,151.20721,Condominium,Entire_apt,4,2 baths,2,2,350,4,4,4,1,2,10,10,265,2020-12-16,26,12,98,0,1,0,0.74,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,1,0,1,0,1,Condominium,Entire_apt,Sydney,6,5.857933154483459,0,0,16,1.3862943611198906,1.9218120556728056,0.6931471805599453,3.295836866004329,2,4.584967478670572,3
22495759,Pyrmontè¿‘æ–°å…¨é…ç‹¬ç«‹studioå¸¦åœ°ä¸‹è½¦åº“ï¼Œæ‹ŽåŒ…å³å¯å…¥ä½,,Sydney,-33.87417,151.19446,Condominium,Entire_apt,2,1 bath,1,1,110,3,3,3,1,0,0,0,0,2020-12-16,0,0,96,1,1,1,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,1,1,0,1,0,0,Condominium,Entire_apt,Sydney,3,4.700480365792417,1,1,4,0.6931471805599453,0.4804530139182014,0,0,1,4.564348191467836,3
22501282,Top location + Great Sydney Views Studio Pool&Spa,"Sydney, New South Wales, Australia",Sydney,-33.87231,151.21075,Apartment,Entire_apt,2,1 bath,1,1,120,2,2,2,1,19,47,77,78,2020-12-15,73,7,92,0,1,1,2.04,0,0,0,0,0,1,0,0,1,0,0,1,0,1,1,1,1,1,1,1,1,0,0,0,1,1,0,1,1,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,1,1,1,1,0,1,1,0,0,1,1,0,0,1,1,Apartment,Entire_apt,Sydney,3,4.787491742782046,0,0,4,0.6931471805599453,0.4804530139182014,0,4.30406509320417,3,4.5217885770490405,2
22501835,Free Parking New Unit 7min to station Close to all,"Erskineville, New South Wales, Australia",Sydney,-33.90496,151.18667,Apartment,Entire_apt,4,1 bath,1,2,126,1,1,1,1,13,41,56,56,2020-12-16,143,45,95,1,1,1,4.15,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,0,0,1,1,0,1,0,1,Apartment,Entire_apt,Sydney,3,4.836281906951478,0,0,16,1.3862943611198906,1.9218120556728056,0.6931471805599453,4.969813299576001,3,4.553876891600541,1
22505902,Lovely girls share flat !,,Sydney,-33.8887,151.21005,Apartment,Shared_room,1,1 shared bath,1,1,38,2,2,2,1,0,0,0,0,2020-12-15,0,0,96,1,1,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,Apartment,Shared_room,Sydney,3,3.6375861597263857,1,1,1,0,0,0,0,1,4.564348191467836,2
22507500,Zetland Modern inner-city apartment,,Sydney,-33.90853,151.21309,Condominium,Private_room,1,1 shared bath,1,1,48,1,1,1,1,0,0,0,0,2020-12-15,0,0,96,0,1,1,0.25,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,1,0,1,1,0,1,0,1,0,0,0,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,0,1,1,1,0,1,0,1,Condominium,Private_room,Sydney,3,3.871201010907891,1,1,1,0,0,0,0,1,4.564348191467836,1
22509264,Convenient mid term stay in Surry Hills,"Surry Hills, New South Wales, Australia",Sydney,-33.87769,151.21202,Apartment,Entire_apt,2,1 bath,1,1,100,21,1,1,1,0,0,0,0,2020-12-15,2,0,100,0,1,0,0.06,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,1,Apartment,Entire_apt,Sydney,3,4.605170185988092,0,0,4,0.6931471805599453,0.4804530139182014,0,1.0986122886681098,2,4.605170185988092,3
22509800,Sydney Top Location Great Views 3Beds Apt+Pool&Spa,"Sydney, New South Wales, Australia",Sydney,-33.87878,151.20776,Apartment,Entire_apt,5,1 bath,2,3,199,2,2,2,1,11,41,71,72,2020-12-15,56,11,92,0,1,1,1.63,0,0,1,0,0,1,0,0,1,0,0,1,0,1,1,1,1,1,1,1,1,0,0,0,1,1,0,1,1,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1,0,1,1,1,0,0,1,1,Apartment,Entire_apt,Sydney,3,5.293304824724492,0,0,25,1.6094379124341003,2.5902903939802346,1.0986122886681098,4.04305126783455,3,4.5217885770490405,2
22519960,"5min train to central,Zetland One Double Bedroom",,Sydney,-33.90498,151.20931,Apartment,Private_room,1,1 shared bath,1,1,80,3,3,3,1,14,44,74,349,2020-12-16,22,0,98,0,1,1,0.62,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,1,0,0,1,1,1,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,1,0,0,1,1,0,1,0,1,Apartment,Private_room,Sydney,3,4.382026634673881,0,0,1,0,0,0,3.1354942159291497,2,4.584967478670572,3
22533580,Tidy and neat place near Sydney city (æˆ¿ä¸»ä¼šè®²æ™®é€šè¯/ç²¤è¯­),,Sydney,-33.87709,151.17974,Apartment,Private_room,1,Shared half-bath,1,1,63,1,1,1,1,0,0,0,0,2020-12-15,0,0,96,1,1,1,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,Apartment,Private_room,Sydney,1,4.143134726391533,1,1,1,0,0,0,0,1,4.564348191467836,1
22534173,Oversized master room,,Sydney,-33.90871,151.2118,Apartment,Private_room,2,1 private bath,1,1,129,1,1,1,1,0,0,0,0,2020-12-15,0,0,96,1,1,1,0.25,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,1,Apartment,Private_room,Sydney,3,4.859812404361672,1,1,4,0.6931471805599453,0.4804530139182014,0,0,1,4.564348191467836,1
22539217,æ‚‰å°¼cityå¥½æˆ¿è½¬ç§Ÿ,,Sydney,-33.87956,151.20178,Apartment,Shared_room,1,1 shared bath,1,1,50,15,15,15,1,0,0,0,0,2020-12-16,0,0,96,1,1,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,Apartment,Shared_room,Sydney,3,3.912023005428146,1,1,1,0,0,0,0,1,4.564348191467836,3
22542038,Nice bed in a shared flat with harbour bridge view,,Sydney,-33.86961,151.22586,Apartment,Shared_room,1,1 shared bath,1,1,25,1,1,1,1,0,0,0,0,2020-12-16,0,0,96,1,1,1,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,Apartment,Shared_room,Sydney,3,3.2188758248682006,1,1,1,0,0,0,0,1,4.564348191467836,1
22550803,PERFECT DOUBLE ROOM IN THE HEART OF SYDNEY,"Pyrmont, New South Wales, Australia",Sydney,-33.87029,151.18853,Apartment,Private_room,2,1 private bath,1,1,60,2,2,2,1,0,0,0,0,2020-12-16,1,0,96,1,1,0,0.03,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,Apartment,Private_room,Sydney,3,4.0943445622221,1,0,4,0.6931471805599453,0.4804530139182014,0,0.6931471805599453,2,4.564348191467836,2
22551549,"Double room + own bathroom next to Newtown, Sydney",,Sydney,-33.88684,151.17955,Apartment,Private_room,2,1 private bath,1,1,40,3,3,3,1,0,0,0,0,2020-12-16,2,0,90,0,1,1,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,1,1,1,0,0,1,1,0,0,0,0,Apartment,Private_room,Sydney,3,3.6888794541139363,0,0,4,0.6931471805599453,0.4804530139182014,0,1.0986122886681098,2,4.499809670330265,3
22569606,Get the best of Sydney! Incredible location,,Sydney,-33.8743,151.21691,Apartment,Entire_apt,5,1 bath,2,2,200,4,4,4,1,0,0,0,0,2020-12-15,2,0,20,0,1,1,0.06,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,1,0,1,0,1,Apartment,Entire_apt,Sydney,3,5.298317366548036,0,0,25,1.6094379124341003,2.5902903939802346,0.6931471805599453,1.0986122886681098,2,2.995732273553991,3
22570275,"Stunning views from a bright, comfortable studio","Potts Point, New South Wales, Australia",Sydney,-33.86573,151.2262,Apartment,Entire_apt,2,1 bath,0,1,110,5,5,5,1,0,0,0,0,2020-12-15,1,0,100,1,1,1,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,Apartment,Entire_apt,Sydney,3,4.700480365792417,0,0,4,0.6931471805599453,0.4804530139182014,0,0.6931471805599453,2,4.605170185988092,3
22571373,City Centre Apartment for Female!,"Surry Hills, New South Wales, Australia",Sydney,-33.88009,151.21106,Apartment,Shared_room,1,1 shared bath,1,1,30,7,7,7,1,0,0,0,0,2020-12-15,1,0,96,0,1,0,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,Apartment,Shared_room,Sydney,3,3.4011973816621555,1,0,1,0,0,0,0.6931471805599453,2,4.564348191467836,3
22578155,"Close to Fish Market, Central , new apartment","Forest Lodge, New South Wales, Australia",Sydney,-33.88084,151.18032,Apartment,Shared_room,1,1 shared bath,1,1,40,15,15,15,1,0,0,0,0,2020-12-16,0,0,96,0,1,1,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,Apartment,Shared_room,Sydney,3,3.6888794541139363,1,1,1,0,0,0,0,1,4.564348191467836,3
22583838,Comfortable Studio | Highspeed Wifi | FREE Parking,"Haymarket, New South Wales, Australia",Sydney,-33.8747,151.20828,Apartment,Entire_apt,2,1 bath,1,2,124,21,21,21,1,0,0,0,0,2020-12-16,147,15,94,1,1,1,4.12,0,0,0,1,0,1,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,0,1,0,1,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,1,1,1,1,0,1,0,1,0,1,1,0,1,1,1,Apartment,Entire_apt,Sydney,3,4.820281565605037,0,0,4,0.6931471805599453,0.4804530139182014,0.6931471805599453,4.997212273764115,3,4.543294782270004,3
22587980,Cozy Bedroom in Perfect Location,,Sydney,-33.87968,151.21634,Apartment,Private_room,2,1 shared bath,1,1,55,2,2,2,1,0,0,0,0,2020-12-16,1,0,100,1,1,1,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,Apartment,Private_room,Sydney,3,4.007333185232471,0,0,4,0.6931471805599453,0.4804530139182014,0,0.6931471805599453,2,4.605170185988092,2
22589289,A nice bedroom in City Centre ( Girls only please),,Sydney,-33.88235,151.20843,Condominium,Shared_room,1,1 shared bath,1,1,26,1,1,1,1,0,0,0,0,2020-12-16,7,0,80,0,1,1,0.2,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,0,0,1,1,1,0,1,0,0,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1,0,0,1,1,0,0,0,0,Condominium,Shared_room,Sydney,3,3.258096538021482,0,0,1,0,0,0,2.0794415416798357,2,4.382026634673881,1
22589788,A duplex and very large space apartment.,"Chippendale, New South Wales, Australia",Sydney,-33.8854,151.20178,Apartment,Entire_apt,5,1 bath,1,4,131,2,2,2,1,0,0,0,0,2020-12-16,129,12,86,1,1,1,3.72,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,1,1,1,1,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1,0,0,1,1,0,1,0,1,Apartment,Entire_apt,Sydney,3,4.875197323201151,0,0,25,1.6094379124341003,2.5902903939802346,1.3862943611198906,4.867534450455582,3,4.454347296253507,2
22603671,Sunny apartment with view close to Airport & CBD,,Sydney,-33.9035,151.20286,Apartment,Private_room,2,1 shared bath,1,2,55,1,1,1,1,0,0,0,0,2020-12-15,6,0,93,1,1,1,0.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,1,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,1,1,0,0,0,1,Apartment,Private_room,Sydney,3,4.007333185232471,0,0,4,0.6931471805599453,0.4804530139182014,0.6931471805599453,1.9459101490553132,2,4.532599493153256,1
22614992,Beautiful room in Central location!!,"Pyrmont, New South Wales, Australia",Sydney,-33.87708,151.19639,Apartment,Private_room,2,1 shared bath,1,1,100,2,2,2,1,0,0,0,0,2020-12-15,3,0,100,0,0,1,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,1,0,0,Apartment,Private_room,Sydney,3,4.605170185988092,0,0,4,0.6931471805599453,0.4804530139182014,0,1.3862943611198906,2,4.605170185988092,2
22617373,Beautiful 1 Bedroom Apartment Close to CBD,"Ultimo, New South Wales, Australia",Sydney,-33.87763,151.1965,Apartment,Entire_apt,4,1 bath,1,2,150,2,2,2,1,0,0,0,0,2020-12-15,9,0,93,1,1,1,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,1,1,0,0,1,1,0,0,0,0,Apartment,Entire_apt,Sydney,3,5.0106352940962555,0,0,16,1.3862943611198906,1.9218120556728056,0.6931471805599453,2.302585092994046,2,4.532599493153256,2
22619827,HOME,,Sydney,-33.90609,151.18688,Apartment,Shared_room,1,1 shared bath,1,1,30,2,2,2,1,0,0,0,0,2020-12-15,0,0,96,0,1,1,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,1,0,0,0,1,Apartment,Shared_room,Sydney,3,3.4011973816621555,1,1,1,0,0,0,0,1,4.564348191467836,2
22637375,"Brand New Sydney Flat, next to Darling Harbour","Pyrmont, New South Wales, Australia",Sydney,-33.87305,151.19643,Apartment,Entire_apt,2,1 bath,1,1,103,2,2,2,1,0,0,0,0,2020-12-15,51,0,92,0,1,1,1.44,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1,0,0,1,1,0,0,0,0,Apartment,Entire_apt,Sydney,3,4.634728988229636,0,0,4,0.6931471805599453,0.4804530139182014,0,3.9512437185814275,3,4.5217885770490405,2
