id,name,neighbourhood,neighbourhood_cleansed,latitude,longitude,property_type,room_type,accommodates,bathrooms_text,bedrooms,beds,price,minimum_nights,minimum_minimum_nights,minimum_nights_avg_ntm,has_availability,availability_30,availability_60,availability_90,availability_365,calendar_last_scraped,number_of_reviews,number_of_reviews_ltm,review_scores_rating,instant_bookable,washer_agg,shampoo|conditioner_agg,reviews_per_month, Baking sheet, Barbecue utensils, Bathtub, Beach essentials, Beachfront, Bed linens, Breakfast, Building staff, Carbon monoxide alarm, Ceiling fan, Changing table, Cleaning before checkout, Coffee maker, Cooking basics, Dedicated workspace, Dishes and silverware, Elevator, Essentials, Extra pillows and blankets, Fire extinguisher, First aid kit, Freezer, Game console, Garden or backyard, Gym, Hangers, Host greets you, Hot tub, Hot water, Indoor fireplace, Iron, Keypad, Kitchen, Laundromat nearby, Lock on bedroom door, Long term stays allowed, Luggage dropoff allowed, Microwave, Pool, Portable fans, Private entrance, Private living room, Single level home, Waterfront, Window guards,Cooking basics,Hot water,Kitchen,Long term stays allowed,Room-darkening shades,sound_agg,wifi|ethernet|internet_agg,HDTV|TV_agg,refrigerator_agg,Smart.*Lock|Smoke.*Alarm|Safe|Lockbox_agg,balcony_agg,stove_agg,oven_agg,body|gel_agg,BBQ_agg,air_agg,dryer_agg,baby_agg,free.*parking_agg,paid.*parking_agg,heating_agg,f_property_type,f_room_type,f_neighbourhood,bathrooms,ln_price,flag_review_scores_rating,flag_reviews_per_month,accommodates2,ln_accommodates,ln_accommodates2,ln_beds,ln_number_of_reviews,f_number_of_reviews,ln_review_scores_rating,f_minimum_nights
10776692,"Large quiet studio with courtyard, A++ location!","Newtown, New South Wales, Australia",Sydney,-33.89251,151.18775,Apartment,Entire_apt,2,1 bath,0,1,100,7,7,7,1,0,0,0,0,2020-12-16,5,0,100,0,1,1,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,1,0,0,0,1,Apartment,Entire_apt,Sydney,3,4.605170185988092,0,0,4,0.6931471805599453,0.4804530139182014,0,1.791759469228055,2,4.605170185988092,3
10813963,"Quiet, central Centennial Park flat","Centennial Park, New South Wales, Australia",Sydney,-33.89533,151.22868,Apartment,Entire_apt,4,1 bath,1,2,158,3,3,3,1,0,0,0,0,2020-12-15,1,0,100,0,1,1,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,Apartment,Entire_apt,Sydney,3,5.062595033026967,0,0,16,1.3862943611198906,1.9218120556728056,0.6931471805599453,0.6931471805599453,2,4.605170185988092,3
10839654,Sydney CBD / 2mins walk to Central Sta.,,Sydney,-33.88031,151.20211,Apartment,Entire_apt,4,1 bath,2,2,275,5,5,5,1,0,0,0,0,2020-12-15,0,0,96,0,1,1,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,1,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,1,1,1,0,1,Apartment,Entire_apt,Sydney,3,5.616771097666572,1,1,16,1.3862943611198906,1.9218120556728056,0.6931471805599453,0,1,4.564348191467836,3
10844781,Best spot in Surry Hills,,Sydney,-33.88006,151.21304,Apartment,Entire_apt,4,1 bath,1,2,119,5,5,5,1,0,0,0,0,2020-12-15,1,0,100,0,1,1,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,Apartment,Entire_apt,Sydney,3,4.77912349311153,0,0,16,1.3862943611198906,1.9218120556728056,0.6931471805599453,0.6931471805599453,2,4.605170185988092,3
10847725,BEAUTIFUL STUDIO CENTRAL POSITION,,Sydney,-33.873,151.22461,Apartment,Entire_apt,2,1 bath,0,1,107,2,2,2,1,0,0,0,0,2020-12-15,4,0,70,0,1,0,0.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,1,0,0,0,1,Apartment,Entire_apt,Sydney,3,4.672828834461906,0,0,4,0.6931471805599453,0.4804530139182014,0,1.6094379124341003,2,4.248495242049359,2
10861302,"Spacious One Bedroom, Inner City, Walk Everywhere",,Sydney,-33.88037,151.22129,Apartment,Entire_apt,1,1 bath,1,1,80,4,4,4,1,0,0,0,0,2020-12-15,3,0,70,1,1,1,0.06,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,Apartment,Entire_apt,Sydney,3,4.382026634673881,0,0,1,0,0,0,1.3862943611198906,2,4.248495242049359,3
10871292,GREAT VALUE! Central Super Studio!,"Rushcutters Bay, New South Wales, Australia",Sydney,-33.874,151.22491,Apartment,Entire_apt,2,1 bath,0,1,109,2,2,2.4,1,30,60,90,365,2020-12-15,33,0,97,0,1,1,0.57,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,1,1,0,0,1,0,0,1,1,1,Apartment,Entire_apt,Sydney,3,4.6913478822291435,0,0,4,0.6931471805599453,0.4804530139182014,0,3.5263605246161616,2,4.574710978503383,2
10885871,Contemporary apt in Darlinghurst!,"Darlinghurst, New South Wales, Australia",Sydney,-33.87676,151.22708,Apartment,Entire_apt,2,1 bath,1,1,75,21,21,21,1,0,0,0,0,2020-12-15,0,0,96,0,1,1,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,1,1,Apartment,Entire_apt,Sydney,3,4.31748811353631,1,1,4,0.6931471805599453,0.4804530139182014,0,0,1,4.564348191467836,3
10887621,ä¸¤æˆ¿ä¸¤å«é«˜æ¡£å…¬å¯“å–œè¿Žæ˜¥èŠ‚ï¼Œå¯ä½4-5äººï¼Œç»ä½³ä½ç½®ï¼Œè¶…çº§ä¾¿åˆ©,,Sydney,-33.90831,151.20799,Apartment,Entire_apt,5,2 baths,2,5,159,1,1,1,1,0,0,0,0,2020-12-15,0,0,96,0,1,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,Apartment,Entire_apt,Sydney,6,5.0689042022202315,1,1,25,1.6094379124341003,2.5902903939802346,1.6094379124341003,0,1,4.564348191467836,1
10928950,2br Modern Apartment 15mins to CBD,,Sydney,-33.90552,151.18416,Apartment,Entire_apt,2,2 baths,2,2,199,1,1,1,1,0,0,0,0,2020-12-16,0,0,96,0,1,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,1,0,1,0,1,Apartment,Entire_apt,Sydney,6,5.293304824724492,1,1,4,0.6931471805599453,0.4804530139182014,0.6931471805599453,0,1,4.564348191467836,1
10929804,ultimoèŠ±å›­å°åŒºåŒäººæˆ¿å¯ä»¥ä½ä¸¤äººï¼Œè¿‘æƒ…äººæ¸¯ï¼Œè¿‘å¸‚åŒº,,Sydney,-33.87865,151.19759,Apartment,Shared_room,2,1 shared bath,1,2,66,1,1,1,1,0,0,0,0,2020-12-16,0,0,96,0,1,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Apartment,Shared_room,Sydney,3,4.189654742026425,1,1,4,0.6931471805599453,0.4804530139182014,0.6931471805599453,0,1,4.564348191467836,1
10935365,STUDIO,,Sydney,-33.8698,151.22236,Apartment,Shared_room,2,1 shared bath,1,1,50,1,1,1,1,0,0,0,0,2020-12-15,2,0,100,0,1,0,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,Apartment,Shared_room,Sydney,3,3.912023005428146,0,0,4,0.6931471805599453,0.4804530139182014,0,1.0986122886681098,2,4.605170185988092,1
10969627,Great location in shared apartment,"Redfern, New South Wales, Australia",Sydney,-33.89468,151.2148,Apartment,Private_room,1,2 baths,3,1,39,10,10,10,1,0,0,0,0,2020-12-15,4,0,100,0,1,0,0.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,1,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,Apartment,Private_room,Sydney,6,3.6635616461296463,0,0,1,0,0,0,1.6094379124341003,2,4.605170185988092,3
10975498,Top floor city home,"Erskineville, New South Wales, Australia",Sydney,-33.90502,151.18324,Apartment,Entire_apt,4,2 baths,2,2,220,3,3,3,1,0,0,0,0,2020-12-16,4,0,100,0,1,0,0.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,1,0,1,0,0,Apartment,Entire_apt,Sydney,6,5.393627546352362,0,0,16,1.3862943611198906,1.9218120556728056,0.6931471805599453,1.6094379124341003,2,4.605170185988092,3
10996729,Sydney Oasis - freshly renovated with city views!,"Woolloomooloo, New South Wales, Australia",Sydney,-33.87328,151.2163,Apartment,Entire_apt,5,1.5 baths,2,2,372,3,3,3,1,11,41,71,72,2020-12-15,28,0,91,0,1,1,0.48,0,0,0,1,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,1,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,1,1,0,1,1,1,0,1,0,1,Apartment,Entire_apt,Sydney,4,5.918893854273146,0,0,25,1.6094379124341003,2.5902903939802346,0.6931471805599453,3.367295829986474,2,4.51085950651685,3
10997305,Spacious gorgeous and airy apartment near city,"Woolloomooloo, New South Wales, Australia",Sydney,-33.87306,151.22062,Apartment,Entire_apt,4,1 bath,2,2,264,2,2,2,1,0,0,0,0,2020-12-15,2,0,100,0,1,1,0.03,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,Apartment,Entire_apt,Sydney,3,5.575949103146316,0,0,16,1.3862943611198906,1.9218120556728056,0.6931471805599453,1.0986122886681098,2,4.605170185988092,2
10997833,Superbly located sunny 1bd apt,"Darlinghurst, New South Wales, Australia",Sydney,-33.87905,151.22006,Apartment,Entire_apt,2,1 bath,1,1,116,5,3,5,1,8,22,22,22,2020-12-15,25,0,93,0,1,1,0.43,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,1,0,1,1,1,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,1,1,0,0,0,1,0,1,0,1,Apartment,Entire_apt,Sydney,3,4.7535901911063645,0,0,4,0.6931471805599453,0.4804530139182014,0,3.258096538021482,2,4.532599493153256,3
11022067,convenience and great studio,"Darlinghurst, New South Wales, Australia",Sydney,-33.8774,151.21312,Apartment,Entire_apt,2,1 bath,0,1,120,10,10,10,1,0,0,0,0,2020-12-16,1,0,20,1,0,1,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,Apartment,Entire_apt,Sydney,3,4.787491742782046,0,0,4,0.6931471805599453,0.4804530139182014,0,0.6931471805599453,2,2.995732273553991,3
11023378,Vintage Suite to Opera House ï¼ˆ2 bedrooms ï¼‰,,Sydney,-33.86227,151.2071,Apartment,Entire_apt,4,1 bath,2,2,202,1,1,1,1,4,23,53,144,2020-12-15,298,49,95,1,1,1,5.17,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,1,1,0,0,1,1,0,0,1,1,Apartment,Entire_apt,Sydney,3,5.308267697401205,0,0,16,1.3862943611198906,1.9218120556728056,0.6931471805599453,5.700443573390687,3,4.553876891600541,1
11026375,Top Modern 2 Bedroom w Big Balcony,"Surry Hills, New South Wales, Australia",Sydney,-33.89116,151.21218,Apartment,Entire_apt,4,1 bath,2,2,170,28,28,28,1,0,0,0,0,2020-12-15,19,0,97,0,1,1,0.34,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,0,1,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,Apartment,Entire_apt,Sydney,3,5.135798437050262,0,0,16,1.3862943611198906,1.9218120556728056,0.6931471805599453,2.995732273553991,2,4.574710978503383,3
11029278,Super Cute & Convenient Large Studio Sanctuary,"Forest Lodge, New South Wales, Australia",Sydney,-33.88374,151.18316,Apartment,Entire_apt,2,1 bath,0,1,110,2,2,2,1,0,0,0,0,2020-12-16,0,0,96,0,0,1,0.25,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,Apartment,Entire_apt,Sydney,3,4.700480365792417,1,1,4,0.6931471805599453,0.4804530139182014,0,0,1,4.564348191467836,2
11048803,Sunny room in deluxe apartment+pool,,Sydney,-33.89758,151.21426,Apartment,Private_room,2,1 bath,1,1,100,6,6,6,1,0,0,0,0,2020-12-15,0,0,96,0,1,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0,Apartment,Private_room,Sydney,3,4.605170185988092,1,1,4,0.6931471805599453,0.4804530139182014,0,0,1,4.564348191467836,3
11063067,Classy Modern Gem w/Parkingâ˜…Harbour Viewsâ˜… WiFi,"Potts Point, New South Wales, Australia",Sydney,-33.86832,151.22649,Apartment,Entire_apt,4,1 bath,2,2,156,2,2,4.6,1,6,10,40,215,2020-12-16,82,12,96,0,1,1,1.42,0,0,0,0,0,1,0,0,1,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,0,1,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1,0,1,1,0,1,0,1,Apartment,Entire_apt,Sydney,3,5.049856007249537,0,0,16,1.3862943611198906,1.9218120556728056,0.6931471805599453,4.418840607796598,3,4.564348191467836,2
11089809,Central Sydney CBDâ˜† Un-limited wifi,"Glebe, New South Wales, Australia",Sydney,-33.88516,151.19148,Apartment,Shared_room,1,1 shared bath,1,2,30,3,3,3,1,0,0,0,0,2020-12-16,2,0,100,0,1,1,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,1,0,0,0,1,Apartment,Shared_room,Sydney,3,3.4011973816621555,0,0,1,0,0,0.6931471805599453,1.0986122886681098,2,4.605170185988092,3
11089829,Fantastic studio near everything!,"Sydney, New South Wales, Australia",Sydney,-33.86836,151.20361,Apartment,Entire_apt,2,1 bath,1,1,170,7,7,7,1,0,0,0,0,2020-12-16,5,0,92,0,1,1,0.08,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,1,0,0,0,1,Apartment,Entire_apt,Sydney,3,5.135798437050262,0,0,4,0.6931471805599453,0.4804530139182014,0,1.791759469228055,2,4.5217885770490405,3
11090072,Hip Warehouse Studio on CBD Fringe w/ New Kitchen,"Chippendale, New South Wales, Australia",Sydney,-33.88459,151.19754,Apartment,Entire_apt,2,1 bath,0,1,131,3,3,3,1,0,0,0,0,2020-12-15,59,0,92,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,1,1,0,0,1,0,Apartment,Entire_apt,Sydney,3,4.875197323201151,0,0,4,0.6931471805599453,0.4804530139182014,0,4.0943445622221,3,4.5217885770490405,3
11092240,Sydney BEST Location + WIFI,"Sydney, New South Wales, Australia",Sydney,-33.87713,151.20613,Condominium,Entire_apt,3,1 bath,1,1,168,2,2,2,1,30,60,90,365,2020-12-15,80,2,92,1,1,1,1.37,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1,0,0,1,1,0,0,0,1,Condominium,Entire_apt,Sydney,3,5.123963979403259,0,0,9,1.0986122886681098,1.206948960812582,0,4.394449154672439,3,4.5217885770490405,2
11102500,Large unit in Waterloo,,Sydney,-33.90045,151.20788,Apartment,Entire_apt,2,1 bath,1,1,150,1,1,1,1,0,0,0,0,2020-12-15,3,0,93,0,1,0,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0,Apartment,Entire_apt,Sydney,3,5.0106352940962555,0,0,4,0.6931471805599453,0.4804530139182014,0,1.3862943611198906,2,4.532599493153256,1
11103711,Comfy&Nice Studio,,Sydney,-33.87033,151.22803,Apartment,Entire_apt,2,1 bath,0,1,120,5,5,5,1,0,0,0,0,2020-12-15,32,0,94,1,1,1,0.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,Apartment,Entire_apt,Sydney,3,4.787491742782046,0,0,4,0.6931471805599453,0.4804530139182014,0,3.4965075614664802,2,4.543294782270004,3
11105464,"Large 1B apt w parking, gym & pool","Camperdown, New South Wales, Australia",Sydney,-33.88456,151.17919,Apartment,Entire_apt,2,1 bath,1,1,175,2,2,2,1,0,0,0,0,2020-12-16,4,0,95,0,1,0,0.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,1,0,1,0,0,Apartment,Entire_apt,Sydney,3,5.1647859739235145,0,0,4,0.6931471805599453,0.4804530139182014,0,1.6094379124341003,2,4.553876891600541,2
11125240,"Modern, Sunny Apartment with Pool","Camperdown, New South Wales, Australia",Sydney,-33.88365,151.17615,Apartment,Private_room,2,2 baths,1,1,100,2,2,2,1,0,0,0,0,2020-12-15,0,0,96,0,1,1,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,1,0,0,0,1,Apartment,Private_room,Sydney,6,4.605170185988092,1,1,4,0.6931471805599453,0.4804530139182014,0,0,1,4.564348191467836,2
11126641,"Penthouse handy 4 CBD, UNSW, beach","Kensington, New South Wales, Australia",Sydney,-33.9047,151.22217,Apartment,Entire_apt,2,2 baths,2,2,150,31,31,31,1,0,0,0,0,2020-12-15,0,0,96,0,1,1,0.25,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,1,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,0,0,1,1,0,1,0,1,Apartment,Entire_apt,Sydney,6,5.0106352940962555,1,1,4,0.6931471805599453,0.4804530139182014,0.6931471805599453,0,1,4.564348191467836,3
11146239,Double bedroom in a spacious flat,,Sydney,-33.87474,151.22859,Apartment,Private_room,2,1 bath,1,1,55,2,2,2,1,0,0,0,0,2020-12-15,3,0,60,0,1,1,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,Apartment,Private_room,Sydney,3,4.007333185232471,0,0,4,0.6931471805599453,0.4804530139182014,0,1.3862943611198906,2,4.0943445622221,2
11148586,2Br 2Ba Oasis in trendy Erko,,Sydney,-33.90281,151.18304,Apartment,Entire_apt,4,2 baths,2,2,180,2,2,2,1,8,35,63,325,2020-12-16,61,11,93,0,1,0,1.04,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,1,0,1,1,0,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,0,1,1,1,0,1,0,1,Apartment,Entire_apt,Sydney,6,5.19295685089021,0,0,16,1.3862943611198906,1.9218120556728056,0.6931471805599453,4.127134385045092,3,4.532599493153256,2
11150912,Perfectly located large Redfern studio,"Darlington, New South Wales, Australia",Sydney,-33.89069,151.19445,Apartment,Entire_apt,3,1 bath,1,2,99,2,2,2,1,0,0,0,0,2020-12-15,18,6,99,0,0,1,0.34,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,1,1,0,0,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,1,0,0,0,1,0,0,0,1,1,Apartment,Entire_apt,Sydney,3,4.59511985013459,0,0,9,1.0986122886681098,1.206948960812582,0.6931471805599453,2.9444389791664403,2,4.59511985013459,2
11169975,King Location - Life At Your Door,"Newtown, New South Wales, Australia",Sydney,-33.89292,151.18559,Apartment,Entire_apt,2,1 bath,0,1,105,3,2,3.1,1,5,25,55,330,2020-12-16,76,14,86,1,1,1,1.3,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,1,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0,1,0,0,1,0,0,0,0,1,Apartment,Entire_apt,Sydney,3,4.653960350157523,0,0,4,0.6931471805599453,0.4804530139182014,0,4.343805421853684,3,4.454347296253507,3
11172884,"city fringe, own bathroom, pool & gym","Waterloo, New South Wales, Australia",Sydney,-33.89406,151.19759,Apartment,Private_room,2,1 private bath,1,1,85,1,1,1,1,0,0,0,0,2020-12-15,22,0,99,0,1,0,0.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,1,0,1,0,1,Apartment,Private_room,Sydney,3,4.442651256490317,0,0,4,0.6931471805599453,0.4804530139182014,0,3.1354942159291497,2,4.59511985013459,1
11187345,Gorgeous one bedroom apartment,"Zetland, New South Wales, Australia",Sydney,-33.90652,151.21316,Apartment,Entire_apt,4,1 bath,1,2,250,14,14,14,1,29,59,89,364,2020-12-16,2,0,100,0,1,1,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,1,0,1,0,1,Apartment,Entire_apt,Sydney,3,5.521460917862246,0,0,16,1.3862943611198906,1.9218120556728056,0.6931471805599453,1.0986122886681098,2,4.605170185988092,3
11208716,Great Studio - in the heart of everything,"Surry Hills, New South Wales, Australia",Sydney,-33.87863,151.21222,Apartment,Entire_apt,2,1 bath,1,1,140,3,3,3,1,0,0,0,196,2020-12-15,168,6,98,1,1,1,2.88,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,0,1,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1,0,0,1,1,0,0,0,1,Apartment,Entire_apt,Sydney,3,4.941642422609304,0,0,4,0.6931471805599453,0.4804530139182014,0,5.1298987149230735,3,4.584967478670572,3
11209443,Modern apartment in hotel setting.,,Sydney,-33.87426,151.19682,Apartment,Entire_apt,2,1 bath,1,1,140,3,2,2.6,1,0,0,0,0,2020-12-16,20,0,93,0,1,1,0.35,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,1,1,Apartment,Entire_apt,Sydney,3,4.941642422609304,0,0,4,0.6931471805599453,0.4804530139182014,0,3.044522437723423,2,4.532599493153256,3
